X,Y,W,H,flag
37,490,3,3,0
37,539,4,3,1
37,1049,4,4,1
37,1273,6,7,1
37,1312,4,5,1
37,2005,6,5,1
38,306,4,5,1
38,473,5,5,1
38,1090,7,5,0
38,1183,7,6,1
38,1208,3,3,0
38,1322,3,5,0
38,1741,5,6,0
38,2132,3,3,0
39,81,3,3,0
39,173,5,5,1
39,187,5,5,0
39,1295,6,6,1
39,1718,5,4,1
39,1912,3,3,0
39,2090,4,4,0
40,211,4,3,1
40,324,3,3,0
40,398,6,6,1
40,512,4,4,0
40,598,6,4,1
40,609,4,4,1
40,790,5,6,1
40,810,3,3,0
40,1016,6,6,1
40,1247,4,4,1
40,1520,5,5,0
40,1543,5,5,0
40,1928,3,3,0
40,1975,4,5,1
41,137,3,4,0
41,461,4,4,0
41,851,4,4,0
41,879,4,3,0
41,960,5,6,1
41,1586,4,4,1
41,2062,4,8,1
42,150,6,5,1
42,217,3,3,1
42,279,5,5,1
42,387,3,4,1
42,548,4,4,1
42,672,5,4,0
43,289,4,4,0
43,659,7,7,1
43,953,3,3,1
43,983,4,5,1
43,1879,3,3,0
43,1920,4,4,1
43,1940,3,4,1
43,2189,3,3,1
44,78,4,4,0
44,495,5,7,1
44,948,4,3,1
44,1165,5,4,1
44,1326,4,3,0
44,1374,5,4,1
44,1689,3,3,1
44,1802,5,5,0
44,1812,8,4,1
44,1945,3,3,1
44,2204,5,5,1
45,376,5,5,1
45,442,5,7,1
45,637,3,3,0
45,1766,4,5,1
45,1995,7,4,1
45,2081,4,4,0
45,2163,3,3,1
46,170,5,5,1
46,240,4,4,1
46,488,4,3,1
46,506,6,5,1
46,536,3,3,1
46,612,5,5,1
46,734,5,5,1
46,1335,4,4,0
46,1819,5,4,1
46,2109,3,3,1
46,2127,3,3,1
47,179,5,5,1
47,481,4,3,0
47,515,3,4,0
47,605,4,4,1
47,753,7,8,1
47,766,4,4,0
47,1652,5,4,1
47,1708,6,6,1
47,1898,4,4,0
48,627,4,3,1
49,207,8,5,1
49,427,4,5,1
49,709,3,3,0
49,1045,4,6,0
49,1271,5,5,1
49,1343,3,3,1
50,98,3,3,0
50,188,4,4,1
50,1012,6,5,1
50,1060,4,6,0
50,1104,4,4,0
50,1924,7,5,0
50,1956,3,4,0
50,2009,4,7,1
50,2143,6,4,1
51,53,4,5,1
51,582,5,5,0
51,1681,5,5,1
51,1781,9,4,1
51,2031,4,4,0
51,2192,4,6,1
52,327,5,4,0
52,481,7,4,0
52,593,5,4,1
52,816,5,4,0
52,867,3,3,0
52,1150,5,5,1
52,1435,6,4,0
52,1513,5,5,0
52,1917,3,3,1
52,2082,9,5,1
52,2091,5,5,0
52,2165,4,4,0
53,77,4,3,0
53,240,4,3,1
53,256,5,4,1
53,267,4,4,1
53,548,3,3,0
53,565,4,4,1
53,720,7,9,1
53,947,9,5,1
53,1178,4,4,1
53,1502,3,3,0
53,1593,4,4,0
53,1974,3,3,1
54,168,5,4,1
54,276,3,3,1
54,1213,5,3,0
54,1408,3,3,0
54,1582,4,5,1
54,1887,3,3,1
54,2229,3,4,0
55,292,3,3,1
55,628,3,3,0
55,833,8,3,0
55,883,4,4,0
55,902,3,3,1
55,969,3,4,0
55,1074,4,4,1
55,1353,3,3,0
55,1474,3,3,1
55,1806,3,3,0
55,2016,6,5,1
56,407,8,5,1
56,458,6,4,1
56,644,3,4,0
56,1034,8,3,1
56,1334,3,3,0
56,1855,10,5,0
56,2110,3,3,0
57,231,4,6,1
57,497,6,4,0
57,518,4,4,0
57,573,3,3,0
57,844,3,3,1
57,1023,5,4,0
57,1743,4,4,1
57,1835,4,4,0
57,2030,3,3,0
57,2247,6,7,1
58,77,4,4,0
58,344,5,5,1
58,687,5,5,0
58,703,6,6,1
58,791,5,4,0
58,912,4,5,1
58,938,4,3,0
58,1686,4,4,0
59,1106,7,6,0
59,1245,4,3,1
59,1268,5,5,1
59,1364,4,4,1
59,1460,3,4,0
59,1508,3,3,1
59,2122,3,3,0
60,34,5,4,0
60,142,6,5,0
60,150,6,4,0
60,167,4,4,1
60,243,6,8,1
60,276,5,9,1
60,1054,4,7,1
60,1191,3,3,0
60,1332,5,4,0
60,1633,5,5,1
60,1641,5,4,0
61,126,3,4,0
61,308,3,4,0
61,324,4,4,1
61,334,4,5,1
61,360,5,5,1
61,871,6,11,0
61,1007,4,5,1
61,1369,3,3,0
61,1565,3,3,1
61,2063,3,3,0
61,2115,5,4,0
62,366,6,5,1
62,564,4,3,1
62,617,8,5,1
62,1074,5,5,0
62,1397,3,3,1
62,1967,3,3,0
62,2281,6,6,1
63,173,3,4,1
63,296,4,4,0
63,374,4,4,1
63,427,3,3,0
63,808,3,3,0
63,1650,7,6,1
63,1747,4,4,1
63,1761,5,6,0
63,2076,3,3,0
63,2104,5,4,0
64,498,4,5,0
64,628,3,3,0
64,760,5,3,0
64,1155,5,5,0
64,1726,3,4,0
64,2044,6,5,0
64,2221,5,5,0
65,188,8,7,1
65,467,4,5,0
65,681,5,4,1
65,715,6,5,0
65,735,3,3,0
65,751,3,3,0
65,833,4,4,1
65,993,5,10,0
65,1382,4,4,1
65,1439,3,3,1
65,1801,3,3,1
66,103,5,4,0
66,198,4,3,0
66,543,8,9,1
66,784,6,5,1
66,850,3,3,0
66,857,5,5,1
66,1095,3,3,1
66,1247,5,5,1
66,1390,7,4,1
66,1473,3,3,0
66,1902,3,3,0
67,211,5,4,1
67,477,4,8,1
67,906,5,4,1
67,1180,4,4,0
67,1219,4,4,0
67,1311,6,5,0
67,1523,5,5,0
67,1713,5,4,0
67,2066,4,4,0
67,2091,4,3,0
68,163,5,5,0
68,821,6,5,1
68,895,7,8,1
68,1114,4,4,0
68,1188,7,5,1
68,1279,4,5,0
68,1454,6,5,1
68,1490,6,5,1
68,1690,3,3,0
68,1770,6,5,1
69,50,5,7,0
69,132,3,3,0
69,170,4,3,0
69,405,3,3,0
69,961,4,4,0
69,1008,4,4,1
70,590,6,7,1
70,1034,4,4,0
70,1048,3,3,1
70,1059,6,5,1
70,1351,4,4,1
70,1859,6,6,0
70,1873,5,5,1
70,1913,3,4,0
70,1921,4,3,1
70,2111,4,3,1
70,2146,5,6,1
70,2157,3,3,1
71,233,4,4,1
71,294,3,5,1
71,652,4,4,1
71,1158,4,4,1
71,1269,3,4,0
71,1421,7,7,1
71,1617,4,4,0
71,1677,7,5,1
71,2022,9,4,0
71,2119,3,3,0
72,119,4,3,0
72,930,5,6,1
72,1404,3,3,1
72,1998,5,5,0
72,2057,5,5,1
73,76,4,4,0
73,251,7,5,0
73,424,3,3,0
73,635,4,3,1
73,970,3,3,0
73,1510,5,4,1
73,1571,3,3,0
73,1894,4,6,1
73,1967,3,3,1
73,2238,3,3,0
74,188,3,3,1
74,227,4,5,1
74,274,4,4,0
74,413,5,3,0
74,530,6,5,1
74,612,4,4,1
74,642,3,3,0
74,707,3,3,1
74,1087,3,3,0
74,1500,4,4,0
74,2170,3,3,1
75,398,5,5,0
75,439,4,3,1
75,515,4,4,1
75,675,3,3,1
75,1122,5,5,0
75,1214,3,4,0
75,1256,7,5,1
75,1409,7,6,1
75,1835,3,3,0
75,1841,5,6,1
75,2174,6,6,1
76,211,6,6,1
76,471,4,4,1
76,847,3,3,0
76,876,5,5,1
76,1093,3,3,0
76,1554,4,3,1
76,2040,3,4,0
77,65,3,3,1
77,812,5,5,0
77,1041,3,4,1
77,1220,5,4,1
77,1446,3,3,0
77,1458,4,4,1
77,1561,4,4,1
77,2221,6,6,1
78,322,3,3,1
78,360,5,6,1
78,480,6,4,1
78,585,4,5,0
78,691,6,6,1
78,922,5,4,0
78,1486,3,3,0
78,1625,3,3,1
78,1660,4,3,0
78,1749,5,4,1
78,1943,3,3,1
78,2139,5,4,0
79,163,6,5,0
79,607,3,3,1
79,767,3,3,0
79,1276,3,3,1
79,1471,5,4,1
80,331,3,3,1
80,346,3,3,1
80,439,5,4,0
80,703,4,5,1
80,720,3,3,0
80,731,3,3,0
80,963,5,6,0
80,1017,5,7,1
80,1643,5,4,1
80,1914,4,4,0
81,472,4,3,0
81,508,4,4,0
81,516,5,4,1
81,838,4,4,1
81,1062,5,7,0
81,1100,3,4,0
81,1163,7,5,1
81,1176,5,4,1
81,1280,7,8,1
81,1317,10,7,1
81,1782,5,5,0
81,1931,4,4,1
81,1984,4,4,0
81,2210,4,3,0
82,41,4,4,0
82,123,8,5,1
82,1186,3,3,1
82,1239,5,6,0
82,1676,4,4,1
82,1740,5,4,1
82,1767,4,4,0
82,2231,3,3,0
83,140,4,6,1
83,262,6,7,1
83,789,5,5,1
83,947,5,4,1
83,1211,5,5,1
83,1298,4,3,0
83,2105,3,3,0
83,2179,6,6,1
84,345,6,5,1
84,551,4,4,0
84,801,7,6,1
84,878,7,7,1
84,897,5,4,1
84,984,5,5,1
84,1127,5,4,1
84,1199,4,4,0
84,1536,3,3,1
84,1706,6,8,1
84,1756,3,3,0
84,1838,3,3,1
85,81,5,5,0
85,247,3,3,1
85,406,3,4,0
85,494,5,4,1
85,502,3,3,1
85,527,5,6,1
85,660,5,4,1
85,1336,6,5,1
85,1360,7,7,1
85,1563,3,4,0
85,1822,4,4,0
86,334,4,4,1
86,565,5,5,1
86,635,7,7,1
86,1151,3,3,0
86,1521,3,3,1
86,1795,4,4,1
87,192,3,3,1
87,585,4,5,1
87,654,4,3,1
87,809,3,4,1
87,1119,3,3,1
87,1219,3,3,1
87,1575,5,4,1
87,2241,6,5,1
88,395,3,3,0
88,438,5,4,1
88,936,7,6,1
88,1311,5,5,1
88,1431,3,3,0
88,1730,5,4,1
88,1847,4,4,0
88,1961,4,3,1
88,2146,7,6,1
89,272,6,4,1
89,428,3,3,1
89,754,3,3,1
89,760,7,8,1
89,816,4,5,1
89,1111,3,5,1
89,1184,4,5,1
89,1752,4,4,1
90,45,4,4,0
90,92,10,7,1
90,248,5,5,1
90,414,3,4,1
90,490,7,5,1
90,620,9,9,0
90,696,3,4,1
90,870,4,3,1
90,973,4,4,0
90,1071,5,5,0
90,1129,4,4,1
90,1372,3,3,1
90,2204,4,3,1
90,2218,7,6,0
91,72,4,4,0
91,292,4,4,0
91,403,5,5,0
91,462,5,5,0
91,537,4,3,0
91,706,7,6,1
91,727,4,5,1
91,827,3,3,0
91,918,4,4,0
91,1064,5,5,1
91,1299,4,4,0
91,1637,5,5,1
91,1998,5,6,1
92,355,4,3,0
92,583,3,3,1
92,960,3,3,0
92,1220,5,5,1
93,152,3,3,0
93,188,5,5,1
93,314,5,5,0
93,324,6,6,0
93,447,3,4,0
93,797,5,5,1
93,1210,5,4,1
93,1286,3,3,0
93,1353,4,4,1
93,1394,5,4,0
93,2075,3,3,0
94,780,4,3,1
94,788,5,5,1
94,864,4,3,0
94,946,7,6,1
94,1677,4,4,1
94,1776,5,4,0
94,1836,3,3,0
94,1919,6,5,1
94,1938,3,3,0
95,887,8,5,0
95,1047,8,7,1
95,1726,5,5,1
95,2232,5,6,1
96,305,5,5,0
96,472,4,4,1
96,664,6,6,1
96,1266,4,4,1
96,1760,4,4,1
97,691,6,5,1
97,854,5,5,1
97,1133,5,5,1
97,1176,4,5,1
97,1976,4,3,0
97,2170,5,5,0
98,78,3,3,0
98,348,3,4,1
98,516,4,5,1
98,914,4,3,1
98,1103,3,3,0
98,1249,5,6,1
98,1799,7,6,1
98,1810,5,5,0
98,1957,4,5,0
98,2099,5,6,1
98,2121,5,6,1
98,2196,5,5,1
99,117,6,6,1
99,653,3,3,0
99,1408,3,3,0
99,1539,5,6,1
99,1634,3,3,1
100,255,7,6,1
100,412,5,6,0
100,975,4,4,0
100,1274,6,5,1
100,1324,3,4,1
101,108,4,4,0
101,381,4,9,0
101,428,5,5,1
101,527,6,7,0
101,549,3,3,0
101,716,5,5,0
101,902,4,4,1
101,1013,5,5,1
101,1463,4,5,1
101,1472,4,3,1
101,1575,3,3,0
101,1720,5,3,1
101,1741,4,3,0
101,1836,5,3,0
101,2053,4,6,1
102,54,4,4,1
102,132,6,6,1
102,146,4,9,1
102,372,3,3,0
102,419,3,3,0
102,878,3,3,0
102,1005,3,3,1
102,1096,3,3,1
102,1650,5,5,1
102,1684,5,5,0
102,2265,8,6,1
103,265,4,4,1
103,494,9,8,1
103,562,4,4,0
103,581,6,6,1
103,617,5,5,1
103,634,4,4,1
103,1022,7,6,0
103,1826,5,5,1
103,1900,5,5,1
103,2061,3,3,0
104,11,3,3,0
104,102,3,3,1
104,347,5,9,1
104,702,5,5,0
104,1202,6,6,1
104,1364,3,3,1
104,1387,6,6,1
104,1518,6,6,1
104,1558,4,3,0
104,1626,6,5,0
105,75,4,4,1
105,124,3,3,0
105,202,5,4,1
105,233,7,6,1
105,283,5,4,1
105,476,5,6,1
105,669,6,6,1
105,746,5,4,0
105,1157,5,5,0
105,1172,3,3,1
105,1263,10,6,1
105,1707,4,4,0
105,1772,3,3,0
105,1865,5,4,1
106,172,4,4,1
106,244,5,4,1
106,845,3,3,1
106,1234,4,4,1
106,1399,5,5,1
106,1482,3,3,0
107,116,3,3,1
107,439,5,6,1
107,609,3,3,0
107,756,4,4,0
107,1079,3,3,1
107,1936,5,5,0
108,296,6,5,1
108,459,5,5,1
108,469,4,3,0
108,544,3,4,0
108,903,4,5,0
108,1588,4,3,1
108,1918,7,11,1
108,2034,4,4,0
108,2210,7,8,1
109,556,8,5,1
109,573,5,5,0
109,813,8,4,1
109,1044,4,6,1
109,1055,6,5,1
109,1137,5,5,1
109,1370,4,4,0
109,1465,3,3,0
109,1613,4,4,1
109,1807,3,3,0
109,1840,3,3,0
109,1878,3,4,1
109,2183,4,4,0
110,92,5,5,1
110,699,5,7,1
110,806,3,4,0
110,1637,3,3,0
110,1683,6,5,1
110,1901,4,4,1
110,2170,3,3,0
111,35,4,4,0
111,46,5,10,1
111,877,5,9,1
111,948,3,3,0
111,1148,6,5,1
112,380,3,3,1
112,500,5,4,1
112,605,5,4,1
112,959,4,3,0
112,1282,3,3,1
112,1559,4,5,0
112,1599,4,5,0
112,2240,6,6,1
112,2255,5,4,1
113,98,5,9,0
113,322,4,4,0
113,1091,4,9,0
113,1245,4,5,1
113,1313,5,5,1
113,1524,5,4,0
113,1721,5,5,0
113,1819,6,4,0
114,122,9,5,1
114,150,4,4,0
114,373,4,4,1
114,406,8,6,1
114,982,7,4,0
114,1031,10,6,1
114,1170,4,3,0
114,1339,5,6,1
114,1441,3,3,0
114,1669,4,5,1
114,2016,3,4,1
114,2053,6,6,0
114,2126,4,5,0
114,2142,4,4,1
115,67,3,3,0
115,223,6,7,0
115,290,3,3,0
115,668,4,4,0
115,846,6,4,1
115,1209,3,3,1
115,1390,5,5,1
115,1516,3,3,1
115,1693,4,4,0
115,2190,3,3,0
115,2274,3,3,0
116,317,3,3,0
116,348,4,4,0
116,474,5,5,1
116,564,3,3,0
116,749,4,4,0
116,1220,3,3,0
116,1231,4,4,1
116,1855,6,6,1
117,332,4,4,1
117,635,5,4,0
117,836,6,5,1
117,853,5,4,0
117,2078,3,3,1
117,2088,4,4,0
117,2135,5,4,0
117,2297,4,4,0
118,39,6,6,1
118,380,5,6,1
118,462,5,5,1
118,504,4,3,1
118,557,3,3,0
118,936,3,3,1
118,1084,3,3,0
118,1355,7,8,0
118,1589,5,5,1
118,1781,3,3,1
118,2114,5,5,1
119,61,4,3,0
119,162,5,5,1
119,245,5,5,1
119,891,6,6,1
119,945,3,4,1
119,1134,6,5,1
119,1399,4,4,1
119,1995,4,4,0
119,2202,3,3,1
120,682,3,3,0
120,743,3,3,0
120,975,4,4,1
120,1190,5,5,0
120,1699,4,5,1
120,1735,5,5,0
121,84,6,6,1
121,452,3,3,1
121,529,4,4,1
121,957,4,4,1
121,1431,4,4,1
121,1748,4,4,0
122,3,6,5,1
122,317,3,3,0
122,445,6,4,1
122,545,4,5,0
122,790,3,3,0
122,1500,3,3,0
123,576,5,5,1
123,622,6,7,1
123,754,5,5,0
123,1183,7,4,0
123,1343,5,6,0
123,1479,6,5,0
123,2166,3,4,1
124,103,3,3,0
124,718,7,7,1
124,945,5,4,0
124,1217,6,6,1
124,1509,6,5,1
124,2098,6,6,1
124,2118,5,4,1
124,2263,3,3,0
125,556,3,3,0
125,646,3,4,1
125,729,5,5,1
125,798,5,4,0
125,1237,5,8,1
125,1382,7,9,1
125,1741,5,4,0
125,1986,5,4,0
125,2283,8,4,0
126,142,3,3,0
126,293,3,3,0
126,306,6,5,1
126,472,5,3,0
126,564,7,4,0
126,924,3,4,1
126,1050,3,3,0
126,1097,4,3,0
126,1406,4,7,1
126,1660,4,4,0
126,1794,7,5,0
126,1841,3,4,0
126,2054,4,5,1
127,113,4,5,1
127,161,6,6,1
127,345,4,5,1
127,383,6,5,1
127,591,3,4,1
127,637,6,4,0
127,709,4,4,1
127,836,3,3,0
127,893,4,4,1
127,908,9,4,0
127,1002,6,5,1
127,1646,4,4,1
127,1831,6,5,1
127,2009,4,6,0
128,65,5,4,1
128,121,5,6,1
128,830,3,4,1
128,915,3,3,0
128,1014,3,3,1
128,2204,4,4,1
129,172,4,3,0
129,803,6,5,1
129,1501,3,4,0
129,1532,5,4,0
129,1599,3,4,1
129,2225,4,4,0
130,31,5,4,1
130,133,3,3,0
130,788,6,4,0
130,901,4,3,0
130,1460,3,4,1
130,1565,3,3,1
130,1666,3,3,0
130,2120,3,3,0
131,291,5,5,0
131,480,5,5,1
131,550,5,4,0
131,874,3,3,1
131,1041,4,4,0
131,1622,5,6,1
131,1926,6,4,0
132,330,6,8,1
132,988,4,3,0
132,1089,6,5,1
132,1203,5,4,1
132,1419,4,4,1
132,1967,5,5,1
132,2259,4,4,0
133,149,4,4,1
133,435,6,5,1
133,778,5,5,1
133,1020,5,4,1
133,1106,6,6,1
133,1125,7,5,1
133,1697,3,3,1
133,1721,6,6,1
133,1887,5,5,1
133,2025,3,3,0
133,2212,3,3,0
134,24,4,4,0
134,244,4,4,1
134,465,7,4,1
134,761,5,5,1
134,853,3,3,1
134,1252,5,5,1
134,1520,3,3,0
134,1547,4,4,1
134,1676,4,4,0
134,1783,3,3,1
135,75,4,7,1
135,121,3,4,1
135,348,4,4,0
135,1175,3,3,0
135,1304,4,4,0
135,1742,3,3,0
135,1979,5,5,0
135,2101,6,6,1
135,2133,5,5,1
136,457,3,3,1
136,931,5,5,1
136,1234,5,5,0
136,1440,5,5,1
136,1730,5,5,0
137,104,7,9,0
137,133,11,5,0
137,230,5,5,1
137,318,4,5,0
137,768,4,4,1
137,1096,9,8,0
137,1644,6,6,1
137,2037,4,5,1
138,178,3,3,1
138,1159,3,3,1
138,1581,4,4,0
138,1620,4,4,0
138,1796,4,4,0
139,155,4,3,1
139,187,4,4,1
139,401,3,3,1
139,496,5,4,1
139,667,3,3,1
139,976,12,6,0
139,1026,3,3,0
139,1349,3,3,1
139,1390,5,5,0
139,1412,3,4,1
139,1627,3,3,1
139,1958,5,5,1
139,2026,8,6,1
139,2176,5,5,1
139,2227,4,4,0
140,49,6,8,1
140,194,6,3,0
140,1181,3,3,0
140,1464,4,4,1
140,1530,5,5,1
141,27,5,5,0
141,64,5,5,0
141,303,5,5,1
141,337,4,5,0
141,356,5,4,1
141,474,5,4,0
141,484,5,3,1
141,565,4,3,0
141,673,5,6,1
141,790,3,3,1
141,926,8,5,1
141,1131,4,4,1
141,1193,6,6,1
141,1713,4,4,0
141,1745,4,4,0
141,1944,3,3,1
141,2212,3,3,1
142,651,3,3,0
142,754,6,5,1
142,942,4,6,1
142,1016,5,7,1
142,1449,7,4,0
142,2050,4,3,1
142,2111,4,4,0
142,2148,3,3,1
142,2255,5,4,0
143,168,5,3,1
143,321,4,3,1
143,832,6,5,1
143,1263,3,3,0
143,2074,5,4,0
144,199,8,7,1
144,295,6,6,0
144,507,4,4,0
144,538,3,3,1
144,629,6,5,0
144,822,3,4,1
144,876,5,8,1
144,1049,5,7,1
144,1676,5,6,0
145,271,5,5,0
145,373,3,3,1
145,495,3,3,0
145,544,5,4,0
145,1071,4,4,0
145,1400,4,3,1
145,1514,5,5,0
145,1903,4,4,1
145,2002,5,4,1
146,115,7,10,1
146,146,3,3,0
146,348,5,6,1
146,1065,3,3,0
146,2085,5,5,1
147,255,4,4,1
147,399,5,6,1
147,778,4,4,1
147,786,5,4,1
147,966,4,5,0
147,1041,7,3,1
147,1353,3,3,1
147,1379,5,4,0
147,2239,9,5,1
148,13,3,3,0
148,218,4,4,0
148,244,6,6,1
148,335,4,4,1
148,426,4,4,0
148,739,4,5,0
148,897,3,4,1
148,993,4,4,0
148,1005,5,5,1
148,1214,5,4,0
148,1226,3,4,1
148,1406,5,5,0
149,444,6,5,0
149,888,3,3,0
149,1183,4,7,1
149,1856,5,6,1
149,2284,5,5,1
150,160,5,6,1
150,651,4,3,1
150,661,4,3,0
150,1020,3,3,1
150,1848,3,3,0
150,1982,4,4,1
150,2018,5,5,0
151,723,4,4,0
151,928,4,4,0
151,1243,4,5,1
151,1331,5,6,1
151,1560,5,5,1
151,1914,3,3,1
151,2132,3,4,0
152,187,3,3,0
152,1053,5,5,0
152,1304,3,4,1
152,1313,6,6,0
152,1592,4,5,1
152,1640,5,4,0
152,1788,4,4,0
152,1838,4,3,0
152,1954,5,6,1
152,2148,5,4,0
153,99,5,5,1
153,236,6,5,0
153,498,8,5,1
153,589,5,7,0
153,667,4,4,1
153,944,7,7,1
153,1338,3,3,0
153,1455,4,5,1
153,1897,7,7,1
153,1938,3,3,0
153,1991,5,5,1
153,2163,3,3,1
153,2225,4,4,1
