X,Y,W,H,flag
42,1505,6,6,1
42,1555,3,4,0
42,1644,4,5,1
42,1871,4,4,1
43,559,6,5,0
43,660,3,3,0
43,672,3,4,1
43,813,3,3,1
43,972,6,6,1
43,1635,4,5,1
43,1887,4,5,0
43,2165,3,3,1
44,606,4,8,1
44,744,3,3,1
44,888,6,5,1
44,900,4,3,1
44,1072,4,3,0
44,1134,3,4,1
44,1158,4,4,1
44,1574,6,3,1
44,1671,5,5,1
44,1710,3,3,1
44,2002,3,3,0
45,27,4,5,1
45,151,4,6,0
45,366,6,6,1
45,915,3,4,1
45,1122,4,4,1
45,1309,6,10,1
45,1589,4,4,1
45,1620,3,4,1
45,1963,12,5,1
46,164,4,4,1
46,251,5,5,1
46,1692,8,5,1
46,1743,5,4,1
46,1877,7,5,1
46,2011,3,4,0
46,2129,4,4,1
46,2179,7,7,1
47,259,5,5,1
47,476,3,4,1
47,645,3,3,0
47,717,5,4,1
47,1275,4,3,1
47,1289,7,5,1
47,1782,4,3,1
48,343,4,4,1
48,492,3,3,0
48,1322,4,4,1
48,1531,4,4,0
48,1564,5,6,1
48,1772,4,4,1
48,2025,3,4,1
49,56,7,5,1
49,354,3,3,1
49,536,7,7,1
49,856,5,5,0
49,1105,8,6,1
49,1229,4,4,1
49,1481,4,4,0
49,1979,3,3,1
49,2089,6,5,1
50,326,3,3,0
50,522,3,3,0
50,1161,5,5,0
50,1455,4,5,0
50,1492,6,6,1
50,1520,5,4,1
50,1559,3,3,1
50,1596,7,7,0
50,1916,4,4,1
50,2137,9,7,1
51,195,8,6,1
51,1390,5,5,1
51,1433,3,3,0
51,1581,4,5,1
51,1700,6,6,1
51,1822,3,3,1
51,1948,6,5,1
51,2154,4,4,1
52,409,4,4,1
52,599,4,3,0
52,625,4,5,1
52,1149,6,6,1
52,1172,6,5,1
52,1258,3,3,1
52,1786,5,5,1
52,1998,6,7,0
52,2062,4,4,1
53,164,3,3,1
53,224,4,4,1
53,685,5,6,1
53,749,6,7,1
53,1337,3,3,0
53,1422,3,3,0
53,2265,7,8,0
54,97,8,7,1
54,441,4,4,0
54,907,4,4,0
54,957,5,5,1
54,1050,4,4,0
54,1383,4,4,1
54,1645,3,3,1
54,1899,9,6,1
54,2015,5,4,1
55,249,4,4,1
55,695,3,3,1
55,1017,5,9,1
55,1890,3,3,1
55,2127,3,3,1
55,2189,4,4,1
55,2217,7,6,1
56,293,3,3,0
56,374,3,3,0
56,831,4,4,1
56,891,3,3,0
56,1773,6,4,1
56,2031,3,3,0
56,2256,5,4,1
57,380,4,4,0
57,715,6,6,1
57,1069,4,4,0
57,1360,3,3,1
57,1373,6,5,1
57,1474,3,3,0
57,1504,4,4,1
57,1551,5,5,0
57,1678,4,5,1
57,2074,8,6,0
58,92,3,3,1
58,304,4,6,1
58,463,5,5,0
58,646,3,3,1
58,1201,5,3,1
58,1250,3,3,1
58,1628,4,5,0
58,1730,5,5,1
58,2201,4,4,1
59,34,6,6,0
59,328,5,5,1
59,417,3,3,1
59,497,5,6,1
59,865,6,5,1
59,1000,4,6,1
59,1328,5,4,0
59,1765,5,6,0
59,2064,4,4,1
59,2243,3,3,0
60,128,4,3,1
60,221,10,5,1
60,363,5,5,1
60,433,7,5,1
60,1037,6,5,1
60,1442,3,3,1
60,1596,4,5,1
60,1699,5,5,0
60,1789,5,9,1
60,1834,8,4,1
60,1865,3,3,0
60,2015,6,7,1
61,158,5,4,0
61,393,3,3,1
61,736,4,4,1
61,891,4,4,0
61,1385,7,7,1
61,1460,4,4,0
61,1564,4,5,1
61,1581,10,8,1
61,1917,4,4,0
61,2092,6,6,0
61,2146,3,3,0
62,488,4,6,1
62,651,6,3,1
62,826,4,3,0
62,928,3,5,1
62,937,3,3,0
62,988,3,3,1
62,1263,6,5,1
62,1424,3,3,1
62,1706,4,4,1
62,1715,6,6,1
62,1890,4,4,1
63,239,6,5,1
63,608,4,5,0
63,772,4,5,0
63,849,6,5,1
63,897,3,3,0
63,1091,5,5,1
63,1149,3,4,1
63,1355,5,5,1
63,1817,8,7,1
63,1978,6,4,1
64,549,5,4,0
64,571,5,5,1
64,1011,3,4,0
64,1109,4,4,0
64,1253,4,4,1
64,1309,3,3,0
64,1657,3,3,1
65,318,4,5,0
65,629,7,6,1
65,679,4,4,1
65,724,5,6,1
65,1172,4,4,1
65,1178,4,5,1
65,1210,5,5,1
65,1526,7,6,1
65,1612,4,3,0
65,1844,3,3,1
65,2052,6,6,1
65,2115,6,4,1
66,176,6,10,1
66,394,4,3,1
66,617,5,9,1
66,694,4,5,0
66,761,4,3,1
66,831,5,6,1
66,914,3,3,1
66,996,5,4,1
66,1446,3,3,1
66,1546,4,4,1
66,1566,5,5,1
67,1079,8,6,1
67,1163,5,4,1
67,1194,4,3,1
67,1363,4,4,0
67,1666,6,5,1
67,1798,5,4,0
67,2040,5,6,1
68,398,3,3,1
68,709,3,4,0
68,732,4,4,1
68,779,5,6,1
68,795,3,3,1
68,1334,3,3,1
68,1419,3,3,0
68,1440,3,4,1
68,1997,3,3,1
68,2012,5,4,1
68,2185,5,6,1
69,62,4,7,0
69,113,3,3,0
69,365,6,6,1
69,420,4,4,0
69,807,5,4,1
69,923,5,8,1
69,1376,4,5,1
69,1657,6,6,1
69,1965,4,5,0
69,1986,3,3,1
69,2067,5,6,1
70,89,7,9,1
70,197,6,8,1
70,445,6,6,1
70,485,4,4,1
70,1296,3,3,0
70,1761,6,6,1
71,140,7,6,1
71,216,6,6,0
71,742,6,6,1
71,905,4,3,1
71,971,4,4,1
71,989,5,5,1
71,1042,3,4,0
71,1745,7,6,1
71,1958,5,4,0
71,2125,5,7,1
72,102,5,5,1
72,533,6,5,1
72,671,10,5,1
72,1097,3,4,1
72,1401,4,3,1
72,1898,5,5,1
72,2257,4,3,0
73,343,3,3,0
73,478,4,3,0
73,725,3,3,0
73,912,4,4,1
73,1166,5,4,1
73,1473,4,4,1
73,1725,5,5,0
73,1821,7,5,0
73,1857,5,3,1
73,1875,3,4,1
73,1915,5,5,1
73,1928,6,6,0
73,2208,3,3,0
73,2239,6,7,0
74,429,5,4,1
74,469,3,3,1
74,1033,3,3,0
74,1303,3,4,0
74,1992,3,3,1
74,2079,6,7,1
74,2148,5,4,1
75,21,4,5,1
75,185,6,5,1
75,507,5,4,0
75,547,3,4,0
75,1208,3,3,0
75,1415,6,4,0
75,1484,4,5,1
75,1497,4,3,1
75,1532,7,8,1
75,1590,4,3,0
76,632,3,3,1
76,1341,5,6,1
76,1371,3,4,1
76,1640,3,4,1
76,2136,4,4,1
77,60,3,4,0
77,79,8,6,1
77,365,3,3,0
77,378,4,6,1
77,580,3,3,1
77,643,7,5,1
77,1387,4,4,1
77,1803,6,5,1
77,1944,3,3,0
77,2025,4,4,0
77,2033,4,4,1
77,2096,5,4,1
78,459,3,3,1
78,709,4,4,1
78,788,3,4,1
78,1060,5,5,1
78,1234,7,5,0
78,1811,4,4,0
78,2228,3,3,0
79,130,4,4,0
79,316,4,4,1
79,414,3,3,1
79,569,4,4,1
79,605,3,3,0
79,913,3,4,1
79,929,6,5,1
79,1020,5,5,1
79,1086,3,8,1
79,1191,4,3,1
79,1271,3,4,1
79,1359,4,3,1
79,1395,6,5,1
79,1703,3,3,0
79,2188,5,6,1
80,492,4,4,0
80,903,8,6,1
80,1544,5,4,1
80,1925,3,3,1
80,1985,4,4,0
81,49,4,3,0
81,964,4,3,1
81,1069,7,5,1
81,1262,4,3,1
81,1311,6,5,1
81,1427,4,3,1
81,1559,5,4,1
81,2124,4,3,1
81,2170,4,4,1
82,166,8,5,1
82,355,10,7,1
82,538,4,5,0
82,623,3,4,1
82,655,3,3,1
82,1155,3,4,0
82,1161,3,4,0
82,1280,5,5,1
82,1352,4,4,1
82,1574,3,3,1
82,2015,5,5,1
83,392,5,5,0
83,738,5,5,1
83,1029,4,4,1
83,1102,4,4,1
83,1301,3,4,0
83,1447,4,4,0
83,1506,3,3,1
83,1857,3,3,0
83,1877,6,5,1
84,137,4,4,0
84,214,8,6,1
84,328,3,3,0
84,880,4,5,0
84,1318,4,4,1
84,1795,4,3,0
84,1828,4,4,1
84,1943,4,4,0
84,2005,5,5,1
84,2086,4,4,1
84,2204,5,4,0
85,867,6,6,1
85,967,6,5,0
86,510,5,5,1
86,658,5,5,1
86,677,4,4,0
86,820,6,4,1
86,1432,5,5,1
86,1758,7,7,1
86,1812,5,5,1
86,1890,4,4,1
86,1994,5,5,1
86,2261,3,3,0
87,527,4,5,0
87,583,5,6,1
87,1238,5,4,1
87,1627,5,6,0
87,1748,5,6,1
87,1845,5,5,1
87,2123,6,5,1
87,2156,5,5,0
87,2272,5,5,1
88,127,4,4,0
88,433,3,4,1
88,477,3,3,1
88,635,5,5,1
88,940,6,5,1
88,1198,7,6,1
88,1570,3,3,1
88,1666,3,3,1
88,1700,3,3,0
88,1965,4,5,1
89,629,3,3,0
89,667,4,3,1
89,776,4,4,1
89,810,3,3,0
89,840,4,5,1
89,1213,5,5,0
89,2028,7,5,1
89,2219,5,5,1
90,30,6,4,0
90,38,5,5,1
90,256,7,6,1
90,618,3,3,1
90,694,4,5,1
90,704,6,6,0
90,1330,5,5,0
90,1544,6,8,1
90,1905,4,4,1
90,1933,3,4,0
90,2147,7,7,1
90,2236,4,4,0
91,58,5,5,1
91,141,3,3,0
91,228,3,3,1
91,1047,6,5,1
91,1142,3,3,0
91,1152,5,5,1
91,1393,7,6,1
91,1509,3,3,0
91,1650,4,4,1
91,2096,5,5,1
91,2242,3,3,0
92,267,9,8,1
92,553,3,3,0
92,744,5,4,1
92,899,8,5,1
92,1067,4,5,1
92,1683,5,6,1
92,2081,5,5,1
93,363,4,4,1
93,371,5,3,0
93,608,5,4,1
93,767,4,3,0
93,1241,8,7,1
93,1789,5,7,1
93,1803,4,4,0
94,720,4,5,1
94,789,3,3,1
94,1159,3,3,0
94,1408,4,3,1
94,2108,5,5,1
95,432,5,7,0
95,548,4,4,1
95,644,5,4,1
95,1058,3,3,1
95,1338,6,5,0
95,1364,5,5,1
95,1443,6,5,1
95,1751,4,4,1
95,2018,7,5,1
95,2041,4,6,1
96,739,3,3,1
96,1625,7,4,1
96,1715,6,5,0
96,2267,6,6,1
97,175,3,3,0
97,313,4,4,0
97,399,7,5,1
97,529,4,4,1
97,598,4,4,1
97,659,6,5,1
97,685,5,6,0
97,970,3,5,1
97,1272,3,3,0
97,1289,3,3,0
97,1402,8,5,1
97,1415,3,3,0
97,1419,4,5,1
97,1430,5,5,1
97,1846,5,7,1
97,1864,6,6,1
97,2123,5,5,1
97,2256,6,6,1
98,1465,6,6,1
98,1503,4,4,0
98,1897,7,7,1
98,2143,3,5,1
98,2222,6,6,0
99,135,4,7,1
99,190,9,4,1
99,565,3,3,0
99,1943,6,7,1
100,829,5,3,1
100,893,5,5,1
100,1194,6,5,1
100,1347,5,4,1
100,1484,4,4,1
100,1570,7,7,1
101,318,5,4,0
101,572,3,3,1
101,589,4,5,1
101,916,4,4,1
101,1021,4,4,0
101,1045,5,6,1
101,1173,3,3,0
101,1360,5,6,1
101,1545,4,4,1
101,1594,4,4,1
101,2058,3,4,1
102,37,8,7,0
102,406,3,3,1
102,856,3,4,1
102,1101,5,5,1
102,1828,3,3,1
102,2211,5,4,1
102,2247,3,3,0
103,24,7,3,1
103,49,3,3,0
103,277,9,8,0
103,353,4,6,1
103,446,4,4,1
103,609,3,3,0
103,1072,5,4,0
103,1093,3,4,1
103,1182,6,5,1
103,1534,4,4,1
103,1678,9,6,1
103,1735,4,5,1
103,1799,5,4,1
103,1856,3,3,1
103,2091,3,3,1
104,172,6,5,1
104,432,6,5,1
104,520,4,3,1
104,946,4,4,0
104,1376,6,5,1
104,1388,5,4,1
104,1562,3,3,1
104,2001,6,5,1
104,2198,6,5,0
105,395,4,4,1
105,619,4,4,0
105,953,5,4,1
105,1212,6,5,1
105,1446,3,3,1
106,102,5,5,1
106,294,6,5,1
106,807,7,5,1
106,1248,5,5,1
106,1481,6,5,1
106,1627,3,4,1
106,1728,3,4,1
107,337,5,8,1
107,554,3,3,0
107,987,5,6,1
107,1136,5,6,1
107,1342,4,4,0
107,1433,4,4,1
107,1456,4,3,1
107,1661,5,11,1
107,1845,4,4,1
107,1880,7,10,1
107,1917,4,4,1
107,2176,6,5,1
108,161,6,6,1
108,463,4,3,1
108,576,5,7,1
108,712,3,3,1
108,799,6,5,1
108,1152,4,3,1
108,1427,4,3,1
108,1499,5,5,0
108,1772,11,5,1
108,1989,3,4,0
108,2066,4,4,0
108,2092,3,3,0
108,2121,3,3,0
108,2135,7,6,0
108,2156,3,3,1
109,136,6,5,1
109,458,3,4,1
109,781,3,4,0
109,1189,3,3,1
109,1651,5,8,1
109,1787,5,3,0
109,2046,5,5,1
109,2238,3,3,1
110,382,4,4,1
110,477,5,5,0
110,492,6,4,1
110,860,4,4,1
110,875,3,3,1
110,997,4,4,0
110,1307,6,5,1
110,1356,3,3,0
110,1936,5,5,1
111,43,4,4,0
111,698,4,4,1
111,742,8,5,1
111,761,7,5,1
111,883,6,5,1
111,1259,3,4,1
111,1413,4,4,0
111,1515,3,3,0
111,1639,3,3,1
111,2209,5,5,1
112,76,3,3,0
112,324,6,6,0
112,420,5,5,1
112,659,5,4,0
112,844,4,4,1
112,900,4,3,0
112,964,6,6,1
112,1370,5,5,1
112,1625,3,3,0
112,1718,4,3,1
112,1820,7,7,1
112,1976,3,3,0
113,565,3,3,0
113,1068,6,5,0
113,1464,6,5,1
113,1583,5,4,0
113,1847,8,7,1
113,1943,5,5,1
113,2113,4,4,1
114,199,6,5,1
114,263,3,3,1
114,556,5,5,0
114,838,3,3,1
114,944,4,5,1
114,1026,3,4,1
114,1153,3,3,1
114,1526,3,3,1
114,1742,3,3,0
114,2243,5,4,1
115,168,3,3,1
115,180,4,4,0
115,353,8,4,1
115,623,4,4,1
115,798,4,4,1
115,940,3,3,1
115,1339,5,5,1
115,1390,5,7,1
115,1539,3,3,0
115,1834,5,5,1
115,1953,7,7,0
115,2092,5,4,1
115,2192,4,4,1
116,77,6,5,1
116,433,3,3,1
116,520,4,5,0
116,708,3,3,0
116,1163,5,5,1
116,1596,3,3,1
116,1883,3,3,1
116,2013,5,5,1
116,2126,6,5,1
117,210,4,4,0
117,254,4,4,1
117,851,3,4,1
117,1035,3,3,0
117,1264,4,6,1
117,1329,6,5,1
117,1380,4,5,1
117,1435,6,6,1
117,1918,6,7,1
117,2071,4,4,1
117,2149,4,5,0
118,439,3,3,1
118,615,4,4,1
118,792,3,3,0
118,808,5,5,1
118,1560,3,3,1
118,1609,6,5,1
118,1740,4,4,1
118,1803,5,5,1
119,61,4,4,1
119,149,4,4,1
119,279,5,6,0
119,1321,3,3,1
119,1661,4,4,1
119,2081,3,4,0
120,191,4,3,1
120,386,4,4,1
120,700,5,5,1
120,876,5,5,1
120,1690,6,5,1
120,1749,3,3,1
120,1792,4,5,0
120,2106,6,5,1
121,11,4,4,0
121,358,4,4,1
121,993,5,6,1
121,1003,4,3,0
121,1492,6,5,0
121,1712,6,6,1
121,1894,5,7,0
121,1992,4,3,0
121,2120,4,4,1
121,2191,6,5,1
122,1083,3,3,1
122,1123,5,4,0
122,1314,4,3,1
122,1598,4,5,1
122,1814,5,4,1
122,2210,5,5,1
123,629,5,9,1
123,722,6,6,1
123,742,3,3,1
123,1278,5,8,1
123,1343,5,6,0
123,1445,9,9,1
123,1623,5,6,1
123,1976,6,4,0
124,364,5,5,1
124,752,4,3,1
124,766,5,5,1
124,787,5,5,1
124,813,4,4,1
124,824,6,5,0
124,1074,4,4,1
124,1868,5,4,1
124,1925,3,3,1
124,2155,5,9,0
125,23,3,3,0
125,293,4,5,1
125,307,6,5,1
125,838,6,6,1
125,904,3,3,0
125,1165,4,3,0
125,1240,6,4,0
125,1555,4,5,1
125,1665,6,5,1
125,1761,4,3,1
125,1826,3,3,1
125,1939,6,7,1
125,2178,4,5,0
126,587,3,3,1
126,936,5,5,1
126,1298,5,4,0
126,1333,4,3,1
126,1648,3,3,1
126,1751,4,5,1
126,1842,5,6,1
126,1947,5,5,1
126,2025,4,5,1
127,421,5,4,1
127,691,5,5,0
127,1195,6,7,0
127,1379,3,3,1
127,1456,5,5,1
127,1524,5,5,1
127,1881,5,5,1
127,1957,4,3,1
127,2249,4,4,1
128,101,5,6,1
128,527,7,6,1
128,575,3,3,1
128,670,4,4,1
128,1057,3,3,1
128,1563,3,5,0
128,1912,7,6,1
128,2276,6,6,0
129,83,3,3,1
129,481,5,4,1
129,596,4,4,0
129,779,6,8,1
129,974,6,5,1
129,1071,7,5,1
129,1426,5,4,1
129,1638,3,3,0
129,1859,3,3,0
129,2072,6,5,1
130,1249,4,4,1
130,2004,4,4,0
130,2197,4,4,1
131,541,3,3,1
131,996,3,3,0
131,1117,5,5,1
131,1743,3,4,0
131,1977,3,3,1
132,65,5,5,1
132,91,3,3,0
132,299,6,6,1
132,610,7,7,1
132,625,5,5,1
132,864,5,4,1
132,1024,4,4,1
132,1085,6,6,1
132,1205,3,3,1
132,1322,6,6,1
132,1358,4,5,1
132,1592,8,6,1
132,1652,5,5,1
132,1714,3,3,1
132,1832,3,3,1
132,2066,3,3,0
132,2103,4,3,0
133,177,4,5,1
133,509,4,5,0
133,1928,3,3,1
133,1935,4,4,1
133,2134,4,4,1
133,2223,4,4,0
133,2237,4,5,1
133,2263,3,3,1
134,220,5,5,1
134,904,5,5,1
134,936,5,5,0
134,989,5,4,0
134,1106,3,3,0
134,1179,9,5,1
134,1292,3,4,1
134,1875,5,7,1
134,1899,4,3,1
134,1968,6,5,1
134,2114,4,4,0
134,2187,4,4,1
134,2246,4,4,0
135,897,3,3,0
135,928,3,3,0
135,1066,3,3,0
135,1134,5,4,1
135,1482,6,5,1
135,1554,4,4,1
135,1573,3,3,1
135,1635,3,3,0
135,1732,5,4,1
135,1752,3,3,0
135,1773,5,4,0
136,400,5,4,0
136,439,4,4,0
136,1143,5,5,1
136,1382,5,3,0
136,1460,5,6,1
136,2139,5,5,1
136,2165,4,5,1
137,346,7,7,1
137,496,6,5,1
137,561,3,5,1
137,633,4,4,1
137,766,5,6,1
137,1227,5,4,0
137,1352,5,5,1
137,2019,5,5,0
137,2037,5,5,0
138,320,3,3,1
138,570,5,6,1
138,826,4,5,1
138,1470,3,4,0
138,1534,3,3,1
138,1695,5,6,1
138,1978,5,6,1
138,2073,5,6,1
139,379,4,4,1
139,433,5,4,1
139,822,3,3,1
139,839,4,4,1
139,1007,3,3,1
139,1097,7,5,1
139,1309,3,4,1
139,1930,4,4,1
139,1988,5,5,1
140,206,6,5,1
140,596,5,6,1
140,642,3,3,0
140,809,5,7,1
140,888,3,4,0
140,1410,7,8,1
140,1434,5,5,0
140,1668,5,5,1
140,1806,7,6,1
140,1820,3,4,0
140,1862,3,4,1
140,1961,3,3,1
140,2095,4,5,1
141,32,6,8,1
141,103,3,3,1
141,197,4,4,0
141,251,4,4,1
141,310,5,5,0
141,445,6,6,0
141,472,4,4,0
141,975,6,5,0
141,1110,3,3,1
141,1271,3,3,0
141,1389,5,7,1
141,1923,4,4,1
141,2085,5,6,1
142,552,6,6,1
142,620,5,4,0
142,782,6,5,1
142,901,3,3,1
142,1189,3,3,1
142,1547,5,5,1
142,1639,3,3,0
142,1732,4,3,1
143,139,3,4,0
143,164,3,3,1
143,1235,3,3,1
143,1649,3,3,0
143,1830,6,4,1
143,2235,4,5,1
144,863,5,6,1
144,2032,3,4,1
144,2168,4,4,1
144,2197,5,5,1
144,2297,5,5,1
145,267,3,3,0
145,301,4,3,0
145,763,5,4,1
145,847,6,6,1
145,1162,6,6,1
145,1502,6,5,1
145,1717,5,5,1
145,1760,4,4,1
145,1994,3,3,1
146,382,5,5,1
146,1251,4,4,1
146,1313,3,3,1
146,1341,3,3,0
146,1486,4,5,1
146,1619,4,4,0
146,1860,6,4,1
146,2002,5,5,1
146,2108,5,5,1
146,2115,4,3,0
147,813,3,3,1
147,961,6,6,1
147,1177,5,7,1
147,1366,3,4,0
147,1710,5,4,1
147,2065,7,5,1
147,2144,4,4,1
147,2185,4,4,1
148,837,5,5,1
148,949,4,4,1
148,1056,6,6,1
148,1374,3,3,1
148,1560,4,5,0
148,1750,7,7,1
148,1946,7,6,1
149,665,3,3,0
149,682,5,5,1
149,796,7,7,1
149,1416,6,3,1
149,1610,5,6,1
149,1636,4,4,1
149,1782,3,3,1
149,2225,4,4,1
149,2281,3,3,0
150,97,8,8,1
150,260,5,5,1
150,453,4,5,1
150,724,5,6,0
150,1791,4,3,0
150,2041,3,4,1
151,247,4,4,1
151,426,3,4,1
151,493,5,5,1
151,1017,4,3,1
